"",".variable",".value",".lower",".upper",".width",".point",".interval","variable","truncate","quantile"
"33","b_erapresent:x3z",-0.00623919258627234,-0.0288047969921883,0.0171301354425073,0.95,"median","qi","Era x Tidal height",TRUE,0.15
"34","b_x2z",-0.129706715183668,-0.155892052312509,-0.10352041736941,0.95,"median","qi","Density",TRUE,0.15
"35","b_x3z",0.00789840093704242,-0.00777868415976947,0.0237350930384308,0.95,"median","qi","Tidal height",TRUE,0.15
"36","b_erapresent",-0.135732935032414,-0.151401497402342,-0.119360459122386,0.8,"median","qi","Era",TRUE,0.15
"37","b_erapresent:x2z",0.10520472431596,0.0855804807878876,0.123440521006767,0.8,"median","qi","Era x Density",TRUE,0.15
"38","b_erapresent:x3z",-0.00623919258627234,-0.0211981567303355,0.00883087798799148,0.8,"median","qi","Era x Tidal height",TRUE,0.15
"39","b_x2z",-0.129706715183668,-0.146131175535702,-0.112276401894867,0.8,"median","qi","Density",TRUE,0.15
"40","b_x3z",0.00789840093704242,-0.00263065090759891,0.0180302958240571,0.8,"median","qi","Tidal height",TRUE,0.15
"41","b_erapresent",-0.128060172287761,-0.151927192947144,-0.10333346185208,0.95,"median","qi","Era",TRUE,0.2
"42","b_erapresent:x2z",0.0880266999708155,0.0599982074363166,0.115443813420845,0.95,"median","qi","Era x Density",TRUE,0.2
"43","b_erapresent:x3z",-0.0035880438023468,-0.0268694832121124,0.0207090213197851,0.95,"median","qi","Era x Tidal height",TRUE,0.2
"44","b_x2z",-0.112653080620782,-0.137690763489766,-0.0868842607876802,0.95,"median","qi","Density",TRUE,0.2
"45","b_x3z",0.0025739128165863,-0.013522588709091,0.017478566201333,0.95,"median","qi","Tidal height",TRUE,0.2
"46","b_erapresent",-0.128060172287761,-0.143468626946793,-0.112438210481064,0.8,"median","qi","Era",TRUE,0.2
"47","b_erapresent:x2z",0.0880266999708155,0.0696948701281828,0.106277425082317,0.8,"median","qi","Era x Density",TRUE,0.2
"48","b_erapresent:x3z",-0.0035880438023468,-0.0190923882084345,0.0122460106687164,0.8,"median","qi","Era x Tidal height",TRUE,0.2
"49","b_x2z",-0.112653080620782,-0.128654861007767,-0.0954611500788058,0.8,"median","qi","Density",TRUE,0.2
"50","b_x3z",0.0025739128165863,-0.00791646803392187,0.0127163907052818,0.8,"median","qi","Tidal height",TRUE,0.2
"51","b_erapresent",-0.105842572988792,-0.131606286623959,-0.0805662840536047,0.95,"median","qi","Era",TRUE,0.25
"52","b_erapresent:x2z",0.0617119823980316,0.0343070401171747,0.088147403731869,0.95,"median","qi","Era x Density",TRUE,0.25
"53","b_erapresent:x3z",0.000155753569836422,-0.0254820054657862,0.0262030794167728,0.95,"median","qi","Era x Tidal height",TRUE,0.25
"54","b_x2z",-0.0744414598394819,-0.0972766542197617,-0.0520983452368124,0.95,"median","qi","Density",TRUE,0.25
"55","b_x3z",-0.00396625966527713,-0.0192564422561835,0.0119050616240693,0.95,"median","qi","Tidal height",TRUE,0.25
"56","b_erapresent",-0.105842572988792,-0.122423544629511,-0.0892216114130045,0.8,"median","qi","Era",TRUE,0.25
"57","b_erapresent:x2z",0.0617119823980316,0.0438084327402471,0.0793546882886713,0.8,"median","qi","Era x Density",TRUE,0.25
"58","b_erapresent:x3z",0.000155753569836422,-0.0162123285424084,0.0173165023728919,0.8,"median","qi","Era x Tidal height",TRUE,0.25
"59","b_x2z",-0.0744414598394819,-0.0892098914238224,-0.0597522981521044,0.8,"median","qi","Density",TRUE,0.25
"60","b_x3z",-0.00396625966527713,-0.0139452982108415,0.00617499337211924,0.8,"median","qi","Tidal height",TRUE,0.25
"61","b_erapresent",-0.106329753028251,-0.132294621349481,-0.0796137844454482,0.95,"median","qi","Era",TRUE,0.3
"62","b_erapresent:x2z",0.0557808677198733,0.0285088438311664,0.0822742984116849,0.95,"median","qi","Era x Density",TRUE,0.3
"63","b_erapresent:x3z",0.00220121268009622,-0.0240394839569672,0.0278520937076213,0.95,"median","qi","Era x Tidal height",TRUE,0.3
"64","b_x2z",-0.0606734341591364,-0.0823858719284129,-0.0380504029743946,0.95,"median","qi","Density",TRUE,0.3
"65","b_x3z",-0.0120502234430025,-0.0270817417251459,0.00304482803651272,0.95,"median","qi","Tidal height",TRUE,0.3
"66","b_erapresent",-0.106329753028251,-0.123326927321027,-0.0881865369967633,0.8,"median","qi","Era",TRUE,0.3
"67","b_erapresent:x2z",0.0557808677198733,0.0381107312846717,0.0729238578370713,0.8,"median","qi","Era x Density",TRUE,0.3
"68","b_erapresent:x3z",0.00220121268009622,-0.0151613902327487,0.0193082542598722,0.8,"median","qi","Era x Tidal height",TRUE,0.3
"69","b_x2z",-0.0606734341591364,-0.0753421019683691,-0.0462905484077646,0.8,"median","qi","Density",TRUE,0.3
"70","b_x3z",-0.0120502234430025,-0.0222151263753175,-0.00240843201904302,0.8,"median","qi","Tidal height",TRUE,0.3
"71","b_erapresent",-0.0873296291620337,-0.114553848276159,-0.0603811660312698,0.95,"median","qi","Era",TRUE,0.35
"72","b_erapresent:x2z",0.0484493812947571,0.022051772342469,0.0751450429141094,0.95,"median","qi","Era x Density",TRUE,0.35
"73","b_erapresent:x3z",0.00430811673344956,-0.0246115801887065,0.0332239162239622,0.95,"median","qi","Era x Tidal height",TRUE,0.35
"74","b_x2z",-0.0539339851976234,-0.0764799857777427,-0.0318634646999597,0.95,"median","qi","Density",TRUE,0.35
"75","b_x3z",-0.014388008134533,-0.0300071256228455,0.00135682727687388,0.95,"median","qi","Tidal height",TRUE,0.35
"76","b_erapresent",-0.0873296291620337,-0.105161332895913,-0.0695200789333329,0.8,"median","qi","Era",TRUE,0.35
"77","b_erapresent:x2z",0.0484493812947571,0.0305000830910608,0.0660931776797968,0.8,"median","qi","Era x Density",TRUE,0.35
"78","b_erapresent:x3z",0.00430811673344956,-0.0140834867605196,0.0232329902160275,0.8,"median","qi","Era x Tidal height",TRUE,0.35
"79","b_x2z",-0.0539339851976234,-0.0683423829891691,-0.039497621530501,0.8,"median","qi","Density",TRUE,0.35
"80","b_x3z",-0.014388008134533,-0.0245471182666555,-0.00431742030628287,0.8,"median","qi","Tidal height",TRUE,0.35
"81","b_erapresent",-0.0866754635273053,-0.11555970250926,-0.057254178418198,0.95,"median","qi","Era",TRUE,0.4
"82","b_erapresent:x2z",0.030175965679847,0.00231033975573872,0.0586476179210475,0.95,"median","qi","Era x Density",TRUE,0.4
"83","b_erapresent:x3z",0.0112963885888843,-0.018055771009283,0.0414815404968117,0.95,"median","qi","Era x Tidal height",TRUE,0.4
"84","b_x2z",-0.0364364727008356,-0.0594507910092931,-0.01421256482704,0.95,"median","qi","Density",TRUE,0.4
"85","b_x3z",-0.0195646586865943,-0.0351262632393961,-0.00386731642537441,0.95,"median","qi","Tidal height",TRUE,0.4
"86","b_erapresent",-0.0866754635273053,-0.106306481693973,-0.0666701983177013,0.8,"median","qi","Era",TRUE,0.4
"87","b_erapresent:x2z",0.030175965679847,0.0119827500533455,0.0488360171526541,0.8,"median","qi","Era x Density",TRUE,0.4
"88","b_erapresent:x3z",0.0112963885888843,-0.00768265500801328,0.0309591694615194,0.8,"median","qi","Era x Tidal height",TRUE,0.4
"89","b_x2z",-0.0364364727008356,-0.0519774734642448,-0.0218537989592199,0.8,"median","qi","Density",TRUE,0.4
"90","b_x3z",-0.0195646586865943,-0.0295349257482368,-0.00941455632426438,0.8,"median","qi","Tidal height",TRUE,0.4
"91","b_erapresent",-0.0717187778926496,-0.105503296453,-0.0379028139939003,0.95,"median","qi","Era",TRUE,0.45
"92","b_erapresent:x2z",0.0250381744436385,-0.00330988598393546,0.0524463523715963,0.95,"median","qi","Era x Density",TRUE,0.45
"93","b_erapresent:x3z",0.00876019039983263,-0.0246267247909175,0.0416335692240825,0.95,"median","qi","Era x Tidal height",TRUE,0.45
"94","b_x2z",-0.0297424429107189,-0.0507363632914273,-0.00726605878910458,0.95,"median","qi","Density",TRUE,0.45
"95","b_x3z",-0.0206273638127177,-0.0374673068086739,-0.0040464331364967,0.95,"median","qi","Tidal height",TRUE,0.45
"96","b_erapresent",-0.0717187778926496,-0.0934802104034183,-0.049905741826168,0.8,"median","qi","Era",TRUE,0.45
"97","b_erapresent:x2z",0.0250381744436385,0.00654730364039458,0.0430979379046064,0.8,"median","qi","Era x Density",TRUE,0.45
"98","b_erapresent:x3z",0.00876019039983263,-0.012505016377524,0.0304473213463312,0.8,"median","qi","Era x Tidal height",TRUE,0.45
"99","b_x2z",-0.0297424429107189,-0.043715155057826,-0.0150075966806939,0.8,"median","qi","Density",TRUE,0.45
"100","b_x3z",-0.0206273638127177,-0.0314646407884083,-0.00985211734170565,0.8,"median","qi","Tidal height",TRUE,0.45
"101","b_erapresent",-0.133162363445851,-0.157503246380221,-0.108041184732767,0.95,"median","qi","Era",TRUE,0.05
"102","b_erapresent:x2z",0.145585309212136,0.113490427621687,0.177249512553095,0.95,"median","qi","Era x Density",TRUE,0.05
"103","b_erapresent:x3z",-0.00941193146438301,-0.0330333344520205,0.0146359668109918,0.95,"median","qi","Era x Tidal height",TRUE,0.05
"104","b_x2z",-0.181073408157603,-0.210238533968412,-0.151954845389763,0.95,"median","qi","Density",TRUE,0.05
"105","b_x3z",0.0127502292083899,-0.00437129273926101,0.0300412604780358,0.95,"median","qi","Tidal height",TRUE,0.05
"106","b_erapresent",-0.133162363445851,-0.149390016072104,-0.116288765657334,0.8,"median","qi","Era",TRUE,0.05
"107","b_erapresent:x2z",0.145585309212136,0.124771875098908,0.166958837436496,0.8,"median","qi","Era x Density",TRUE,0.05
"108","b_erapresent:x3z",-0.00941193146438301,-0.0245408266645744,0.00647667598831948,0.8,"median","qi","Era x Tidal height",TRUE,0.05
"109","b_x2z",-0.181073408157603,-0.200162688239123,-0.16191674343978,0.8,"median","qi","Density",TRUE,0.05
"110","b_x3z",0.0127502292083899,0.00138555241606177,0.023850279295415,0.8,"median","qi","Tidal height",TRUE,0.05
"111","b_erapresent",-0.0695226723034732,-0.107009387309676,-0.0326525383384227,0.95,"median","qi","Era",TRUE,0.5
"112","b_erapresent:x2z",0.0195347473231589,-0.00974102959576635,0.0508672795544818,0.95,"median","qi","Era x Density",TRUE,0.5
"113","b_erapresent:x3z",0.00135583841378107,-0.0336664049652295,0.0376160491069579,0.95,"median","qi","Era x Tidal height",TRUE,0.5
"114","b_x2z",-0.0269987532401011,-0.050445978004853,-0.00516391726791275,0.95,"median","qi","Density",TRUE,0.5
"115","b_x3z",-0.0190299742819783,-0.0370062895297718,-0.00212330106728416,0.95,"median","qi","Tidal height",TRUE,0.5
"116","b_erapresent",-0.0695226723034732,-0.0931890287819986,-0.0450761248251129,0.8,"median","qi","Era",TRUE,0.5
"117","b_erapresent:x2z",0.0195347473231589,0.000342316301611241,0.0398915605194032,0.8,"median","qi","Era x Density",TRUE,0.5
"118","b_erapresent:x3z",0.00135583841378107,-0.0214148764499637,0.024097687154264,0.8,"median","qi","Era x Tidal height",TRUE,0.5
"119","b_x2z",-0.0269987532401011,-0.0426125422671783,-0.0124316158236485,0.8,"median","qi","Density",TRUE,0.5
"120","b_x3z",-0.0190299742819783,-0.0305779783807176,-0.0077981055044613,0.8,"median","qi","Tidal height",TRUE,0.5
