"","Estimate","Est.Error","Q2.5","Q97.5","bpv_discrep","truncate","quantile"
"1",0.326970135019132,0.0188194247837823,0.28948636885009,0.363328111266526,0.510781420765027,FALSE,NA
"2",0.328876546845333,0.0193509761257676,0.290021279854159,0.365920361184932,0.505620506912442,TRUE,0
"3",0.302117197970056,0.0215457131802378,0.258475158893044,0.342557818521902,0.50609074941452,TRUE,0.1
"4",0.286885036000008,0.0239728279296865,0.239449957618156,0.332314937515438,0.505140544041451,TRUE,0.15
"5",0.2672879118893,0.0242537897924658,0.218825762751813,0.313107638102692,0.507668758716876,TRUE,0.2
"6",0.185836746135788,0.0253490213080076,0.136726368843574,0.235443869591561,0.512150679117148,TRUE,0.25
"7",0.180734764357603,0.0266271514203321,0.129960419628357,0.232749674732022,0.508936219739292,TRUE,0.3
"8",0.146152329042756,0.0268050348801103,0.0948467845989285,0.200777507914604,0.511223214285714,TRUE,0.35
"9",0.132575323048777,0.0272719170321657,0.0807230764832719,0.187283976218576,0.512479761904762,TRUE,0.4
"10",0.106040072942135,0.0275323244302234,0.0556864563863862,0.162916404264351,0.512837950138504,TRUE,0.45
"11",0.307095992729549,0.0209078296052646,0.264492222257312,0.346914479131983,0.506925646551724,TRUE,0.05
"12",0.107965146432052,0.0298170595813822,0.0523811047382854,0.171053659712687,0.514702160493827,TRUE,0.5
