"",".rownames","Estimate","SE","truncate","quantile"
"1","elpd_waic",-587.98997113517,36.5303115006686,FALSE,NA
"2","p_waic",24.7746578259482,0.924543053782254,FALSE,NA
"3","waic",1175.97994227034,73.0606230013373,FALSE,NA
"4","elpd_loo",-588.011665135685,36.530575380476,FALSE,NA
"5","p_loo",24.7963518264641,0.924984570435947,FALSE,NA
"6","looic",1176.02333027137,73.061150760952,FALSE,NA
"7","elpd_waic",-445.640018385151,35.6475213434727,TRUE,0
"8","p_waic",22.6007305555869,0.823276640351281,TRUE,0
"9","waic",891.280036770303,71.2950426869454,TRUE,0
"10","elpd_loo",-445.665095192614,35.6478676037808,TRUE,0
"11","p_loo",22.6258073630499,0.823929732156416,TRUE,0
"12","looic",891.330190385228,71.2957352075615,TRUE,0
"13","elpd_waic",164.772005786508,25.4673166423355,TRUE,0.1
"14","p_waic",19.0896890585248,1.11261663684643,TRUE,0.1
"15","waic",-329.544011573015,50.9346332846711,TRUE,0.1
"16","elpd_loo",164.74911367449,25.4677713018576,TRUE,0.1
"17","p_loo",19.1125811705426,1.11333870104204,TRUE,0.1
"18","looic",-329.49822734898,50.9355426037152,TRUE,0.1
"19","elpd_waic",326.142465678936,22.0137628312506,TRUE,0.15
"20","p_waic",18.0992504308896,1.16896618624401,TRUE,0.15
"21","waic",-652.284931357872,44.0275256625012,TRUE,0.15
"22","elpd_loo",326.129354158385,22.013024014294,TRUE,0.15
"23","p_loo",18.1123619514403,1.16808838060495,TRUE,0.15
"24","looic",-652.25870831677,44.026048028588,TRUE,0.15
"25","elpd_waic",419.796798589246,21.3449570715506,TRUE,0.2
"26","p_waic",16.5272413048557,1.12781277157134,TRUE,0.2
"27","waic",-839.593597178493,42.6899141431013,TRUE,0.2
"28","elpd_loo",419.764052554347,21.3463241137599,TRUE,0.2
"29","p_loo",16.5599873397552,1.12995965848728,TRUE,0.2
"30","looic",-839.528105108694,42.6926482275197,TRUE,0.2
"31","elpd_waic",463.845914776177,20.6706690808385,TRUE,0.25
"32","p_waic",16.6254418996824,1.19586480120023,TRUE,0.25
"33","waic",-927.691829552354,41.341338161677,TRUE,0.25
"34","elpd_loo",463.810164583939,20.6722279722639,TRUE,0.25
"35","p_loo",16.6611920919198,1.1984728919305,TRUE,0.25
"36","looic",-927.620329167879,41.3444559445278,TRUE,0.25
"37","elpd_waic",488.17503685014,20.978384379902,TRUE,0.3
"38","p_waic",16.3053119099275,1.14358951656197,TRUE,0.3
"39","waic",-976.35007370028,41.9567687598041,TRUE,0.3
"40","elpd_loo",488.140512398292,20.9804395086928,TRUE,0.3
"41","p_loo",16.3398363617758,1.14565911330267,TRUE,0.3
"42","looic",-976.281024796584,41.9608790173856,TRUE,0.3
"43","elpd_waic",500.044165500193,20.7857402443667,TRUE,0.35
"44","p_waic",15.6654011923655,1.13649830259777,TRUE,0.35
"45","waic",-1000.08833100039,41.5714804887334,TRUE,0.35
"46","elpd_loo",500.010749241053,20.7872460872385,TRUE,0.35
"47","p_loo",15.6988174515063,1.13834278456974,TRUE,0.35
"48","looic",-1000.02149848211,41.5744921744769,TRUE,0.35
"49","elpd_waic",500.973114459985,20.994177591104,TRUE,0.4
"50","p_waic",16.0367584390399,1.1628825621194,TRUE,0.4
"51","waic",-1001.94622891997,41.9883551822079,TRUE,0.4
"52","elpd_loo",500.94223980974,20.9953247878905,TRUE,0.4
"53","p_loo",16.0676330892849,1.16388515883693,TRUE,0.4
"54","looic",-1001.88447961948,41.990649575781,TRUE,0.4
"55","elpd_waic",510.984147555863,20.1291587741483,TRUE,0.45
"56","p_waic",15.1639168751855,1.12210162397098,TRUE,0.45
"57","waic",-1021.96829511173,40.2583175482966,TRUE,0.45
"58","elpd_loo",510.946620438946,20.1304234227143,TRUE,0.45
"59","p_loo",15.2014439921023,1.12415347662947,TRUE,0.45
"60","looic",-1021.89324087789,40.2608468454285,TRUE,0.45
"61","elpd_waic",-59.6113760987863,32.3111593451052,TRUE,0.05
"62","p_waic",19.092874469248,0.77841584953523,TRUE,0.05
"63","waic",119.222752197573,64.6223186902103,TRUE,0.05
"64","elpd_loo",-59.6315185157864,32.3114526174045,TRUE,0.05
"65","p_loo",19.1130168862481,0.778745589894932,TRUE,0.05
"66","looic",119.263037031573,64.622905234809,TRUE,0.05
"67","elpd_waic",511.798476542121,18.50203424837,TRUE,0.5
"68","p_waic",15.398763235731,1.24222533771417,TRUE,0.5
"69","waic",-1023.59695308424,37.0040684967401,TRUE,0.5
"70","elpd_loo",511.762526487802,18.5030875224547,TRUE,0.5
"71","p_loo",15.4347132900498,1.24408773493438,TRUE,0.5
"72","looic",-1023.5250529756,37.0061750449094,TRUE,0.5
