"","Estimate","Est.Error","Q2.5","Q97.5","bpv_discrep","truncate","quantile"
"1",0.184448041062647,0.0180917881733798,0.149551411961217,0.220514192789117,0.514302650176678,FALSE,NA
"2",0.160696504672461,0.0175508291240466,0.126508168558602,0.195640934904658,0.507392414296134,TRUE,0
"3",0.00252758640193438,0.00305660062332492,3.26919319681093e-06,0.0106772305302861,0.496272727272727,TRUE,0.1
"4",0.0406216429673843,0.013580035759508,0.0172415248663854,0.0696401014305952,0.488461027713626,TRUE,0.15
"5",0.125484237547438,0.021940036581081,0.0832516562545908,0.168794394313825,0.481292405063291,TRUE,0.2
"6",0.165096922755307,0.0242698386136582,0.118098454755555,0.212314987983538,0.479836461126005,TRUE,0.25
"7",0.196191025283292,0.0252731697666631,0.146253138436717,0.246265171889639,0.480480659025788,TRUE,0.3
"8",0.246099817880098,0.0265186862848128,0.193038590422521,0.297854285512304,0.479668188736682,TRUE,0.35
"9",0.263672410084549,0.0277875899706933,0.207932989553936,0.318100724771249,0.480318292682927,TRUE,0.4
"10",0.311994247383049,0.0286060825831953,0.252841210365251,0.366050819041933,0.479193996415771,TRUE,0.45
"11",0.0716851325716623,0.0146552083145991,0.0449616193197681,0.102246263418218,0.49717506516073,TRUE,0.05
"12",0.353626215437651,0.0282452031744236,0.296175398136517,0.405042498730861,0.479751453488372,TRUE,0.5
