"",".variable",".value",".lower",".upper",".width",".point",".interval","variable","truncate","quantile"
"1","b_erapresent",-0.390248461819576,-0.438849880866926,-0.343810575255457,0.95,"median","qi","Era",FALSE,NA
"2","b_erapresent",-0.390248461819576,-0.421923430444731,-0.359482197242999,0.8,"median","qi","Era",FALSE,NA
"3","b_erapresent",-0.335272773992989,-0.37956307237343,-0.290896628581407,0.95,"median","qi","Era",TRUE,0
"4","b_erapresent",-0.335272773992989,-0.363705713358237,-0.306279916681955,0.8,"median","qi","Era",TRUE,0
"5","b_erapresent",-0.0177762915119888,-0.0509418135680086,0.0164849250788928,0.95,"median","qi","Era",TRUE,0.1
"6","b_erapresent",-0.0177762915119888,-0.0394830583800504,0.00438132063885348,0.8,"median","qi","Era",TRUE,0.1
"7","b_erapresent",0.0823320353421831,0.053884135400945,0.111342579277748,0.95,"median","qi","Era",TRUE,0.15
"8","b_erapresent",0.0823320353421831,0.0638582605451277,0.101818829366581,0.8,"median","qi","Era",TRUE,0.15
"9","b_erapresent",0.132717798303872,0.105947889016577,0.158671564185031,0.95,"median","qi","Era",TRUE,0.2
"10","b_erapresent",0.132717798303872,0.115374386117505,0.149952925089731,0.8,"median","qi","Era",TRUE,0.2
"11","b_erapresent",0.144279584451062,0.118941160646881,0.169105059284491,0.95,"median","qi","Era",TRUE,0.25
"12","b_erapresent",0.144279584451062,0.127766605057156,0.160617032311319,0.8,"median","qi","Era",TRUE,0.25
"13","b_erapresent",0.149235054506064,0.125168408479566,0.173460419363016,0.95,"median","qi","Era",TRUE,0.3
"14","b_erapresent",0.149235054506064,0.133617748003137,0.165028773232526,0.8,"median","qi","Era",TRUE,0.3
"15","b_erapresent",0.161296018561949,0.138263459941299,0.184906072780951,0.95,"median","qi","Era",TRUE,0.35
"16","b_erapresent",0.161296018561949,0.146859781061401,0.176642359909633,0.8,"median","qi","Era",TRUE,0.35
"17","b_erapresent",0.160151657092215,0.137241118782501,0.183954457268693,0.95,"median","qi","Era",TRUE,0.4
"18","b_erapresent",0.160151657092215,0.145347490105913,0.175372742607509,0.8,"median","qi","Era",TRUE,0.4
"19","b_erapresent",0.166147755050552,0.143376198758842,0.18864400000476,0.95,"median","qi","Era",TRUE,0.45
"20","b_erapresent",0.166147755050552,0.151426317670569,0.180671245024351,0.8,"median","qi","Era",TRUE,0.45
"21","b_erapresent",-0.168143460162579,-0.20566446305381,-0.131657695670765,0.95,"median","qi","Era",TRUE,0.05
"22","b_erapresent",-0.168143460162579,-0.191789793357395,-0.144122158359719,0.8,"median","qi","Era",TRUE,0.05
"23","b_erapresent",0.171188483592016,0.149803358802997,0.192032087259284,0.95,"median","qi","Era",TRUE,0.5
"24","b_erapresent",0.171188483592016,0.156993353240104,0.184796916263159,0.8,"median","qi","Era",TRUE,0.5
