"",".variable","rhat","truncate","quantile"
"1","b_Intercept",0.99957712058174,FALSE,NA
"2","b_erapresent",1.00011052792817,FALSE,NA
"3","sigma",0.999319502621791,FALSE,NA
"4","lp__",1.00156174059386,FALSE,NA
"5","b_Intercept",0.999447266065708,TRUE,0
"6","b_erapresent",0.999344269135791,TRUE,0
"7","sigma",1.0001946232079,TRUE,0
"8","lp__",0.99973444121712,TRUE,0
"9","b_Intercept",0.999888907523686,TRUE,0.1
"10","b_erapresent",1.00030333047242,TRUE,0.1
"11","sigma",1.0016521049978,TRUE,0.1
"12","lp__",1.00133289789873,TRUE,0.1
"13","b_Intercept",1.00096337275077,TRUE,0.15
"14","b_erapresent",1.00057842210754,TRUE,0.15
"15","sigma",0.999919774712209,TRUE,0.15
"16","lp__",1.00088428216943,TRUE,0.15
"17","b_Intercept",0.999956049321083,TRUE,0.2
"18","b_erapresent",0.999655007648376,TRUE,0.2
"19","sigma",1.00007542197321,TRUE,0.2
"20","lp__",1.00017175976592,TRUE,0.2
"21","b_Intercept",0.999814827650204,TRUE,0.25
"22","b_erapresent",0.99931339803779,TRUE,0.25
"23","sigma",1.00003954601185,TRUE,0.25
"24","lp__",1.00051945131453,TRUE,0.25
"25","b_Intercept",0.999611637887761,TRUE,0.3
"26","b_erapresent",1.00007045223269,TRUE,0.3
"27","sigma",0.999500588094194,TRUE,0.3
"28","lp__",1.00129206336706,TRUE,0.3
"29","b_Intercept",1.0000657012633,TRUE,0.35
"30","b_erapresent",0.999650402198413,TRUE,0.35
"31","sigma",1.00054374641392,TRUE,0.35
"32","lp__",1.00040887441082,TRUE,0.35
"33","b_Intercept",0.999514757453743,TRUE,0.4
"34","b_erapresent",1.00044636798757,TRUE,0.4
"35","sigma",0.999774260023498,TRUE,0.4
"36","lp__",1.00075820201705,TRUE,0.4
"37","b_Intercept",0.999557215476351,TRUE,0.45
"38","b_erapresent",0.999709802642086,TRUE,0.45
"39","sigma",1.00097204098846,TRUE,0.45
"40","lp__",1.00163781484683,TRUE,0.45
"41","b_Intercept",0.999611508509575,TRUE,0.05
"42","b_erapresent",0.999324238538327,TRUE,0.05
"43","sigma",1.00065594743091,TRUE,0.05
"44","lp__",1.00180701628591,TRUE,0.05
"45","b_Intercept",0.999897525752076,TRUE,0.5
"46","b_erapresent",0.999471252571838,TRUE,0.5
"47","sigma",0.999580518772805,TRUE,0.5
"48","lp__",0.999953567741299,TRUE,0.5
