"",".rownames","Estimate","SE","truncate","quantile"
"1","elpd_waic",-9.57654397856069,22.7896113482732,FALSE,NA
"2","p_waic",2.96233489529029,0.158242255906395,FALSE,NA
"3","waic",19.1530879571214,45.5792226965464,FALSE,NA
"4","elpd_loo",-9.57916925891505,22.7897149593767,FALSE,NA
"5","p_loo",2.96496017564482,0.158340951298461,FALSE,NA
"6","looic",19.1583385178301,45.5794299187534,FALSE,NA
"7","elpd_waic",30.1891386447363,21.6814189706088,TRUE,0
"8","p_waic",2.89972843106289,0.149812299675702,TRUE,0
"9","waic",-60.3782772894725,43.3628379412177,TRUE,0
"10","elpd_loo",30.1856576640486,21.6815907981645,TRUE,0
"11","p_loo",2.90320941175055,0.149993907172846,TRUE,0
"12","looic",-60.3713153280972,43.3631815963289,TRUE,0
"13","elpd_waic",238.499401690324,20.6165289490285,TRUE,0.1
"14","p_waic",3.01144679020368,0.180603900426769,TRUE,0.1
"15","waic",-476.998803380648,41.233057898057,TRUE,0.1
"16","elpd_loo",238.495820459729,20.616755023188,TRUE,0.1
"17","p_loo",3.01502802079828,0.180844556420036,TRUE,0.1
"18","looic",-476.991640919459,41.233510046376,TRUE,0.1
"19","elpd_waic",269.244761491845,20.2042856663413,TRUE,0.15
"20","p_waic",2.95107597844771,0.196224314139544,TRUE,0.15
"21","waic",-538.489522983691,40.4085713326827,TRUE,0.15
"22","elpd_loo",269.241256775836,20.204516298891,TRUE,0.15
"23","p_loo",2.95458069445707,0.19646648584131,TRUE,0.15
"24","looic",-538.482513551671,40.4090325977821,TRUE,0.15
"25","elpd_waic",274.752135556524,19.8271689108471,TRUE,0.2
"26","p_waic",2.95833905251697,0.218341854180062,TRUE,0.2
"27","waic",-549.504271113047,39.6543378216942,TRUE,0.2
"28","elpd_loo",274.748865492802,19.8274273643097,TRUE,0.2
"29","p_loo",2.96160911623806,0.218621174158144,TRUE,0.2
"30","looic",-549.497730985604,39.6548547286194,TRUE,0.2
"31","elpd_waic",269.365414876996,18.822399824013,TRUE,0.25
"32","p_waic",2.90774197011678,0.25341998215339,TRUE,0.25
"33","waic",-538.730829753993,37.6447996480259,TRUE,0.25
"34","elpd_loo",269.360720193109,18.8228563259102,TRUE,0.25
"35","p_loo",2.91243665400395,0.253918612605882,TRUE,0.25
"36","looic",-538.721440386218,37.6457126518204,TRUE,0.25
"37","elpd_waic",268.376050104849,18.2027177592374,TRUE,0.3
"38","p_waic",2.95593437340678,0.269366855826184,TRUE,0.3
"39","waic",-536.752100209699,36.4054355184748,TRUE,0.3
"40","elpd_loo",268.373419468845,18.202963366645,TRUE,0.3
"41","p_loo",2.95856500941099,0.269623428814994,TRUE,0.3
"42","looic",-536.746838937689,36.40592673329,TRUE,0.3
"43","elpd_waic",250.68946503018,17.309012284016,TRUE,0.35
"44","p_waic",2.84225981681872,0.296232807574889,TRUE,0.35
"45","waic",-501.378930060359,34.6180245680321,TRUE,0.35
"46","elpd_loo",250.685645700824,17.3093875078979,TRUE,0.35
"47","p_loo",2.84607914617388,0.296631611943074,TRUE,0.35
"48","looic",-501.371291401649,34.6187750157958,TRUE,0.35
"49","elpd_waic",234.442687467603,16.1205466009075,TRUE,0.4
"50","p_waic",2.79333796671459,0.297177340581322,TRUE,0.4
"51","waic",-468.885374935206,32.2410932018151,TRUE,0.4
"52","elpd_loo",234.438631205795,16.1209605067382,TRUE,0.4
"53","p_loo",2.79739422852289,0.297599261886988,TRUE,0.4
"54","looic",-468.877262411591,32.2419210134765,TRUE,0.4
"55","elpd_waic",207.090051050827,14.6509949002685,TRUE,0.45
"56","p_waic",2.62896006836802,0.296511406240865,TRUE,0.45
"57","waic",-414.180102101654,29.3019898005369,TRUE,0.45
"58","elpd_loo",207.085896587621,14.6514880650312,TRUE,0.45
"59","p_loo",2.6331145315743,0.297049404098271,TRUE,0.45
"60","looic",-414.171793175242,29.3029761300624,TRUE,0.45
"61","elpd_waic",193.817235950586,20.8001084500052,TRUE,0.05
"62","p_waic",2.93246718609065,0.160944186557703,TRUE,0.05
"63","waic",-387.634471901171,41.6002169000105,TRUE,0.05
"64","elpd_loo",193.813705405685,20.8003232664771,TRUE,0.05
"65","p_loo",2.9359977309917,0.161181180030021,TRUE,0.05
"66","looic",-387.627410811369,41.6006465329542,TRUE,0.05
"67","elpd_waic",189.558961545804,13.4914518778255,TRUE,0.5
"68","p_waic",2.61245446260067,0.295540748339967,TRUE,0.5
"69","waic",-379.117923091607,26.982903755651,TRUE,0.5
"70","elpd_loo",189.555521965456,13.4919134712108,TRUE,0.5
"71","p_loo",2.61589404294912,0.296080863398207,TRUE,0.5
"72","looic",-379.111043930911,26.9838269424216,TRUE,0.5
