"","Estimate","Est.Error","Q2.5","Q97.5","bpv_discrep","truncate","quantile"
"1",0.0784019799112377,0.00624898053754919,0.0663448030230663,0.0907463554256506,0.559070654697415,FALSE,NA
"2",0.0801566197309537,0.00613598689369447,0.0684080479714922,0.0923173284600557,0.55424721016739,TRUE,0
"3",0.141621177730532,0.0079904694567815,0.12629693826449,0.157279870422852,0.507310169048449,TRUE,0.1
"4",0.171457643275034,0.0083669684521348,0.155122496001328,0.187741193321692,0.492923852701702,TRUE,0.15
"5",0.202721438177651,0.00897686284367619,0.185109792914385,0.220313740076317,0.479525329280648,TRUE,0.2
"6",0.188991402240616,0.010330123737724,0.168667615599078,0.209484712597432,0.471066260270342,TRUE,0.25
"7",0.169323284626783,0.01176390057012,0.146281397029881,0.192350854522238,0.477377824858757,TRUE,0.3
"8",0.171700943423129,0.0129320912346741,0.14702816993348,0.196812615174789,0.487587246876346,TRUE,0.35
"9",0.195608700258227,0.0143482696663186,0.167367237219882,0.223185745241954,0.493765862944162,TRUE,0.4
"10",0.214032114861957,0.0159562826470697,0.18184423790497,0.245371096191416,0.50857203125,TRUE,0.45
"11",0.109414703962329,0.00720135920592268,0.0955282881727126,0.123548140307886,0.532047766238048,TRUE,0.05
"12",0.228314419848939,0.0172175998680463,0.194674778826131,0.261328288529854,0.520284450301205,TRUE,0.5
