"","Estimate","Est.Error","Q2.5","Q97.5","bpv_discrep","truncate","quantile"
"1",0.478048617965966,0.0160016263985405,0.444729076271491,0.507867537698775,0.524030282331512,FALSE,NA
"2",0.48500869528537,0.0159691136192694,0.453689660258828,0.515463397984575,0.51789400921659,TRUE,0
"3",0.495300042992297,0.0176768407859385,0.458621794257953,0.528225135024284,0.511973653395784,TRUE,0.1
"4",0.505636342705491,0.018290012603581,0.468270562189571,0.539420004159992,0.510006476683938,TRUE,0.15
"5",0.501587992015211,0.0192116456863263,0.462464402565254,0.538195197859573,0.510372733612273,TRUE,0.2
"6",0.498754069116824,0.0213675913758598,0.453634592565279,0.536969877017929,0.519142614601019,TRUE,0.25
"7",0.505269991436416,0.021985948273182,0.458834833556121,0.546346821256525,0.526705772811918,TRUE,0.3
"8",0.500885903666183,0.0241536852282173,0.449021587384387,0.544692858636975,0.532008928571429,TRUE,0.35
"9",0.504053471048224,0.0249240840317428,0.451478458781213,0.549189967220805,0.533345833333333,TRUE,0.4
"10",0.51013402335107,0.0270069123587233,0.453687815752435,0.558452500838791,0.531982686980609,TRUE,0.45
"11",0.489944232002365,0.0174425915405826,0.455141163622142,0.522603402278498,0.510222521551724,TRUE,0.05
"12",0.497066158452457,0.0295145066768748,0.433991526941085,0.55079322072331,0.535503858024691,TRUE,0.5
