"",".variable","rhat","eff_samples","truncate","quantile"
"55","r_sampleUnit[HighRock_zoneB,Intercept]",0.503164325368693,2012.65730147477,TRUE,0.1
"56","r_sampleUnit[HighRock_zoneC,Intercept]",0.446421733560173,1785.68693424069,TRUE,0.1
"57","r_sampleUnit[HighRock_zoneD,Intercept]",1.05082060915617,4203.28243662469,TRUE,0.1
"58","r_sampleUnit[zoneA_area1,Intercept]",0.778627462442734,3114.50984977094,TRUE,0.1
"59","r_sampleUnit[zoneA_area2,Intercept]",0.799904790733316,3199.61916293327,TRUE,0.1
"60","r_sampleUnit[zoneA_area3,Intercept]",0.809068580555377,3236.27432222151,TRUE,0.1
"61","r_sampleUnit[zoneB_area1,Intercept]",0.790178898501609,3160.71559400643,TRUE,0.1
"62","r_sampleUnit[zoneB_area2,Intercept]",0.909758140660486,3639.03256264195,TRUE,0.1
"63","r_sampleUnit[zoneC_area1,Intercept]",0.755108102901246,3020.43241160499,TRUE,0.1
"64","r_sampleUnit[zoneC_area2,Intercept]",0.905567171760558,3622.26868704223,TRUE,0.1
"65","r_sampleUnit[zoneD_area1,Intercept]",0.867879257957987,3471.51703183195,TRUE,0.1
"66","lp__",0.26901907464738,1076.07629858952,TRUE,0.1
"67","b_Intercept",0.623216035589954,2492.86414235982,TRUE,0.15
"68","b_erapresent",0.572568794342588,2290.27517737035,TRUE,0.15
"69","b_x2z",0.252541372215964,1010.16548886385,TRUE,0.15
"70","b_x3z",0.265256850431224,1061.0274017249,TRUE,0.15
"71","b_erapresent:x2z",0.216838134809227,867.352539236909,TRUE,0.15
"72","b_erapresent:x3z",0.27165163509192,1086.60654036768,TRUE,0.15
"73","sd_sampleUnit__Intercept",0.152776970578962,611.107882315849,TRUE,0.15
"74","sigma",1.12821641702468,4512.86566809873,TRUE,0.15
"75","nu",1.11501499257767,4460.05997031067,TRUE,0.15
"76","r_sampleUnit[HighRock_zoneA,Intercept]",0.410630248034532,1642.52099213813,TRUE,0.15
"77","r_sampleUnit[HighRock_zoneB,Intercept]",0.337447738048842,1349.79095219537,TRUE,0.15
"78","r_sampleUnit[HighRock_zoneC,Intercept]",0.227538479123375,910.153916493501,TRUE,0.15
"79","r_sampleUnit[HighRock_zoneD,Intercept]",0.863632618482803,3454.53047393121,TRUE,0.15
"80","r_sampleUnit[zoneA_area1,Intercept]",0.885725179966744,3542.90071986698,TRUE,0.15
"81","r_sampleUnit[zoneA_area2,Intercept]",0.724398736014512,2897.59494405805,TRUE,0.15
"82","r_sampleUnit[zoneA_area3,Intercept]",0.803542146236752,3214.16858494701,TRUE,0.15
"83","r_sampleUnit[zoneB_area1,Intercept]",0.791717645109047,3166.87058043619,TRUE,0.15
"84","r_sampleUnit[zoneB_area2,Intercept]",0.777017805828351,3108.0712233134,TRUE,0.15
"85","r_sampleUnit[zoneC_area1,Intercept]",0.589951440589726,2359.8057623589,TRUE,0.15
"86","r_sampleUnit[zoneC_area2,Intercept]",0.71255284814843,2850.21139259372,TRUE,0.15
"87","r_sampleUnit[zoneD_area1,Intercept]",0.727269277938703,2909.07711175481,TRUE,0.15
"88","lp__",0.266755615991345,1067.02246396538,TRUE,0.15
"89","b_Intercept",0.52894063514792,2115.76254059168,TRUE,0.2
"90","b_erapresent",0.466716699281917,1866.86679712767,TRUE,0.2
"91","b_x2z",0.349649176134846,1398.59670453938,TRUE,0.2
"92","b_x3z",0.476647629737248,1906.59051894899,TRUE,0.2
"93","b_erapresent:x2z",0.327325350012058,1309.30140004823,TRUE,0.2
"94","b_erapresent:x3z",0.405387778642701,1621.5511145708,TRUE,0.2
"95","sd_sampleUnit__Intercept",0.142946225458799,571.784901835198,TRUE,0.2
"96","sigma",1.05134374407401,4205.37497629602,TRUE,0.2
"97","nu",1.12425988633146,4497.03954532584,TRUE,0.2
"98","r_sampleUnit[HighRock_zoneA,Intercept]",0.506513812680091,2026.05525072036,TRUE,0.2
"99","r_sampleUnit[HighRock_zoneB,Intercept]",0.368448495504869,1473.79398201948,TRUE,0.2
"100","r_sampleUnit[HighRock_zoneC,Intercept]",0.397756517821767,1591.02607128707,TRUE,0.2
"101","r_sampleUnit[HighRock_zoneD,Intercept]",0.631096488378749,2524.385953515,TRUE,0.2
"102","r_sampleUnit[zoneA_area1,Intercept]",0.289866799002783,1159.46719601113,TRUE,0.2
"103","r_sampleUnit[zoneA_area2,Intercept]",0.307616788832768,1230.46715533107,TRUE,0.2
"104","r_sampleUnit[zoneA_area3,Intercept]",0.52921080599591,2116.84322398364,TRUE,0.2
"105","r_sampleUnit[zoneB_area1,Intercept]",0.296951311798005,1187.80524719202,TRUE,0.2
"106","r_sampleUnit[zoneB_area2,Intercept]",0.335781079371314,1343.12431748526,TRUE,0.2
"107","r_sampleUnit[zoneC_area1,Intercept]",0.519257690529683,2077.03076211873,TRUE,0.2
"108","r_sampleUnit[zoneC_area2,Intercept]",0.467678840558032,1870.71536223213,TRUE,0.2
"109","r_sampleUnit[zoneD_area1,Intercept]",0.703868398324704,2815.47359329882,TRUE,0.2
"110","lp__",0.23544234278928,941.769371157121,TRUE,0.2
"111","b_Intercept",0.124612776679212,498.451106716847,TRUE,0.25
"112","b_erapresent",0.374292587491305,1497.17034996522,TRUE,0.25
"113","b_x2z",0.230370035656249,921.480142624996,TRUE,0.25
"114","b_x3z",0.335453268608497,1341.81307443399,TRUE,0.25
"115","b_erapresent:x2z",0.347660138206869,1390.64055282748,TRUE,0.25
"116","b_erapresent:x3z",0.175782551344484,703.130205377934,TRUE,0.25
"117","sd_sampleUnit__Intercept",0.0693012168515399,277.20486740616,TRUE,0.25
"118","sigma",0.514802542532919,2059.21017013167,TRUE,0.25
"119","nu",0.741115814835789,2964.46325934315,TRUE,0.25
"120","r_sampleUnit[HighRock_zoneA,Intercept]",0.250206475695578,1000.82590278231,TRUE,0.25
"121","r_sampleUnit[HighRock_zoneB,Intercept]",0.101298896110034,405.195584440138,TRUE,0.25
"122","r_sampleUnit[HighRock_zoneC,Intercept]",0.147212887170112,588.85154868045,TRUE,0.25
"123","r_sampleUnit[HighRock_zoneD,Intercept]",0.448422250617292,1793.68900246917,TRUE,0.25
"124","r_sampleUnit[zoneA_area1,Intercept]",0.272440122946867,1089.76049178747,TRUE,0.25
"125","r_sampleUnit[zoneA_area2,Intercept]",0.630230519017032,2520.92207606813,TRUE,0.25
"126","r_sampleUnit[zoneA_area3,Intercept]",0.0785142620067415,314.057048026966,TRUE,0.25
"127","r_sampleUnit[zoneB_area1,Intercept]",0.489795163450518,1959.18065380207,TRUE,0.25
"128","r_sampleUnit[zoneB_area2,Intercept]",0.291780016011648,1167.12006404659,TRUE,0.25
"129","r_sampleUnit[zoneC_area1,Intercept]",0.210329041329475,841.316165317901,TRUE,0.25
"130","r_sampleUnit[zoneC_area2,Intercept]",0.0772188437895906,308.875375158362,TRUE,0.25
"131","r_sampleUnit[zoneD_area1,Intercept]",0.062126211047506,248.504844190024,TRUE,0.25
"132","lp__",0.259762369208024,1039.0494768321,TRUE,0.25
"133","b_Intercept",0.538569016193553,2154.27606477421,TRUE,0.3
"134","b_erapresent",0.635777299071024,2543.1091962841,TRUE,0.3
"135","b_x2z",0.380038813643895,1520.15525457558,TRUE,0.3
"136","b_x3z",0.437226825065084,1748.90730026034,TRUE,0.3
"137","b_erapresent:x2z",0.417838852208502,1671.35540883401,TRUE,0.3
"138","b_erapresent:x3z",0.452221556937509,1808.88622775004,TRUE,0.3
"139","sd_sampleUnit__Intercept",0.235504473415734,942.017893662936,TRUE,0.3
"140","sigma",0.874427284904548,3497.70913961819,TRUE,0.3
"141","nu",0.933352803712878,3733.41121485151,TRUE,0.3
"142","r_sampleUnit[HighRock_zoneA,Intercept]",0.512529632467741,2050.11852987096,TRUE,0.3
"143","r_sampleUnit[HighRock_zoneB,Intercept]",0.452084287410118,1808.33714964047,TRUE,0.3
"144","r_sampleUnit[HighRock_zoneC,Intercept]",0.387577049481357,1550.30819792543,TRUE,0.3
"145","r_sampleUnit[HighRock_zoneD,Intercept]",0.884751643795733,3539.00657518293,TRUE,0.3
"146","r_sampleUnit[zoneA_area1,Intercept]",0.96226741280626,3849.06965122504,TRUE,0.3
"147","r_sampleUnit[zoneA_area2,Intercept]",0.908240387044679,3632.96154817872,TRUE,0.3
"148","r_sampleUnit[zoneA_area3,Intercept]",0.849209926044768,3396.83970417907,TRUE,0.3
"149","r_sampleUnit[zoneB_area1,Intercept]",0.752399913847598,3009.59965539039,TRUE,0.3
"150","r_sampleUnit[zoneB_area2,Intercept]",0.91862138703949,3674.48554815796,TRUE,0.3
"151","r_sampleUnit[zoneC_area1,Intercept]",0.67373126921715,2694.9250768686,TRUE,0.3
"152","r_sampleUnit[zoneC_area2,Intercept]",0.77433960515082,3097.35842060328,TRUE,0.3
"153","r_sampleUnit[zoneD_area1,Intercept]",0.870042567621033,3480.17027048413,TRUE,0.3
"154","lp__",0.231132684051244,924.530736204975,TRUE,0.3
"155","b_Intercept",0.465910662515898,1863.64265006359,TRUE,0.35
"156","b_erapresent",0.563149647528237,2252.59859011295,TRUE,0.35
"157","b_x2z",0.371613326261652,1486.45330504661,TRUE,0.35
"158","b_x3z",0.390629886281392,1562.51954512557,TRUE,0.35
"159","b_erapresent:x2z",0.385129337223964,1540.51734889585,TRUE,0.35
"160","b_erapresent:x3z",0.386954259143646,1547.81703657458,TRUE,0.35
"161","sd_sampleUnit__Intercept",0.213272277475172,853.089109900688,TRUE,0.35
"162","sigma",1.02034117574746,4081.36470298983,TRUE,0.35
"163","nu",0.989922461544271,3959.68984617708,TRUE,0.35
"164","r_sampleUnit[HighRock_zoneA,Intercept]",0.449684903821363,1798.73961528545,TRUE,0.35
"165","r_sampleUnit[HighRock_zoneB,Intercept]",0.415931798120155,1663.72719248062,TRUE,0.35
"166","r_sampleUnit[HighRock_zoneC,Intercept]",0.359992573017616,1439.97029207046,TRUE,0.35
"167","r_sampleUnit[HighRock_zoneD,Intercept]",0.72880909736437,2915.23638945748,TRUE,0.35
"168","r_sampleUnit[zoneA_area1,Intercept]",0.692826183666446,2771.30473466578,TRUE,0.35
"169","r_sampleUnit[zoneA_area2,Intercept]",0.613908704179256,2455.63481671702,TRUE,0.35
"170","r_sampleUnit[zoneA_area3,Intercept]",0.749553082538491,2998.21233015396,TRUE,0.35
"171","r_sampleUnit[zoneB_area1,Intercept]",0.61041884188154,2441.67536752616,TRUE,0.35
"172","r_sampleUnit[zoneB_area2,Intercept]",0.676545064728701,2706.1802589148,TRUE,0.35
"173","r_sampleUnit[zoneC_area1,Intercept]",0.576834004892942,2307.33601957177,TRUE,0.35
"174","r_sampleUnit[zoneC_area2,Intercept]",0.597107731671985,2388.43092668794,TRUE,0.35
"175","r_sampleUnit[zoneD_area1,Intercept]",0.648851169930273,2595.40467972109,TRUE,0.35
"176","lp__",0.220335033524899,881.340134099597,TRUE,0.35
"177","b_Intercept",0.604493649866736,2417.97459946694,TRUE,0.4
"178","b_erapresent",0.603893042098513,2415.57216839405,TRUE,0.4
"179","b_x2z",0.302912930929438,1211.65172371775,TRUE,0.4
"180","b_x3z",0.346678752000802,1386.71500800321,TRUE,0.4
"181","b_erapresent:x2z",0.326109310783653,1304.43724313461,TRUE,0.4
"182","b_erapresent:x3z",0.313171319032993,1252.68527613197,TRUE,0.4
"183","sd_sampleUnit__Intercept",0.18929121648313,757.164865932519,TRUE,0.4
"184","sigma",0.992798311578665,3971.19324631466,TRUE,0.4
"185","nu",1.07317682003534,4292.70728014136,TRUE,0.4
"186","r_sampleUnit[HighRock_zoneA,Intercept]",0.461220747133284,1844.88298853314,TRUE,0.4
"187","r_sampleUnit[HighRock_zoneB,Intercept]",0.509821080876382,2039.28432350553,TRUE,0.4
"188","r_sampleUnit[HighRock_zoneC,Intercept]",0.311861728472409,1247.44691388963,TRUE,0.4
"189","r_sampleUnit[HighRock_zoneD,Intercept]",0.730452929722994,2921.81171889197,TRUE,0.4
"190","r_sampleUnit[zoneA_area1,Intercept]",0.861216652254226,3444.8666090169,TRUE,0.4
"191","r_sampleUnit[zoneA_area2,Intercept]",0.815925688583213,3263.70275433285,TRUE,0.4
"192","r_sampleUnit[zoneA_area3,Intercept]",0.781773973573918,3127.09589429567,TRUE,0.4
"193","r_sampleUnit[zoneB_area1,Intercept]",0.80016618238814,3200.66472955256,TRUE,0.4
"194","r_sampleUnit[zoneB_area2,Intercept]",0.860994307899608,3443.97723159843,TRUE,0.4
"195","r_sampleUnit[zoneC_area1,Intercept]",0.658629465574554,2634.51786229822,TRUE,0.4
"196","r_sampleUnit[zoneC_area2,Intercept]",0.841657343360769,3366.62937344308,TRUE,0.4
"197","r_sampleUnit[zoneD_area1,Intercept]",0.834136406314155,3336.54562525662,TRUE,0.4
"198","lp__",0.232958097384067,931.832389536268,TRUE,0.4
"199","b_Intercept",0.649926595915805,2599.70638366322,TRUE,0.45
"200","b_erapresent",0.593809259670441,2375.23703868176,TRUE,0.45
"201","b_x2z",0.378702374249121,1514.80949699648,TRUE,0.45
"202","b_x3z",0.395855883248673,1583.42353299469,TRUE,0.45
"203","b_erapresent:x2z",0.387065795351876,1548.2631814075,TRUE,0.45
"204","b_erapresent:x3z",0.382615193238484,1530.46077295394,TRUE,0.45
"205","sd_sampleUnit__Intercept",0.223700521506039,894.802086024156,TRUE,0.45
"206","sigma",1.03539024283209,4141.56097132835,TRUE,0.45
"207","nu",1.02138723890114,4085.54895560454,TRUE,0.45
"208","r_sampleUnit[HighRock_zoneA,Intercept]",0.46992056181315,1879.6822472526,TRUE,0.45
"209","r_sampleUnit[HighRock_zoneB,Intercept]",0.543908891188072,2175.63556475229,TRUE,0.45
"210","r_sampleUnit[HighRock_zoneC,Intercept]",0.43814504182234,1752.58016728936,TRUE,0.45
"211","r_sampleUnit[HighRock_zoneD,Intercept]",0.63919152818394,2556.76611273576,TRUE,0.45
"212","r_sampleUnit[zoneA_area1,Intercept]",0.762759671106688,3051.03868442675,TRUE,0.45
"213","r_sampleUnit[zoneA_area2,Intercept]",0.609773654722403,2439.09461888961,TRUE,0.45
"214","r_sampleUnit[zoneA_area3,Intercept]",0.789869607695277,3159.47843078111,TRUE,0.45
"215","r_sampleUnit[zoneB_area1,Intercept]",0.755624528783657,3022.49811513463,TRUE,0.45
"216","r_sampleUnit[zoneB_area2,Intercept]",0.72659159792127,2906.36639168508,TRUE,0.45
"217","r_sampleUnit[zoneC_area1,Intercept]",0.587473033793806,2349.89213517522,TRUE,0.45
"218","r_sampleUnit[zoneC_area2,Intercept]",0.65337259342768,2613.49037371072,TRUE,0.45
"219","r_sampleUnit[zoneD_area1,Intercept]",0.689768627220466,2759.07450888186,TRUE,0.45
"220","lp__",0.250622160840069,1002.48864336028,TRUE,0.45
"221","b_Intercept",0.749027700143937,2996.11080057575,TRUE,0.05
"222","b_erapresent",0.786800936656681,3147.20374662672,TRUE,0.05
"223","b_x2z",0.508469814964969,2033.87925985988,TRUE,0.05
"224","b_x3z",0.468326833773316,1873.30733509326,TRUE,0.05
"225","b_erapresent:x2z",0.512389960814779,2049.55984325912,TRUE,0.05
"226","b_erapresent:x3z",0.469023652575212,1876.09461030085,TRUE,0.05
"227","sd_sampleUnit__Intercept",0.285945518463017,1143.78207385207,TRUE,0.05
"228","sigma",0.959690545730336,3838.76218292134,TRUE,0.05
"229","nu",0.80369115999039,3214.76463996156,TRUE,0.05
"230","r_sampleUnit[HighRock_zoneA,Intercept]",0.586840693111147,2347.36277244459,TRUE,0.05
"231","r_sampleUnit[HighRock_zoneB,Intercept]",0.533566767953785,2134.26707181514,TRUE,0.05
"232","r_sampleUnit[HighRock_zoneC,Intercept]",0.453308162039487,1813.23264815795,TRUE,0.05
"233","r_sampleUnit[HighRock_zoneD,Intercept]",1.01168764663774,4046.75058655097,TRUE,0.05
"234","r_sampleUnit[zoneA_area1,Intercept]",0.950231048795182,3800.92419518073,TRUE,0.05
"235","r_sampleUnit[zoneA_area2,Intercept]",0.914946551819046,3659.78620727618,TRUE,0.05
"236","r_sampleUnit[zoneA_area3,Intercept]",0.9230796761537,3692.3187046148,TRUE,0.05
"237","r_sampleUnit[zoneB_area1,Intercept]",0.88208055013225,3528.322200529,TRUE,0.05
"238","r_sampleUnit[zoneB_area2,Intercept]",0.906393273008484,3625.57309203393,TRUE,0.05
"239","r_sampleUnit[zoneC_area1,Intercept]",0.688047330184483,2752.18932073793,TRUE,0.05
"240","r_sampleUnit[zoneC_area2,Intercept]",0.80870518879642,3234.82075518568,TRUE,0.05
"241","r_sampleUnit[zoneD_area1,Intercept]",0.843930275516938,3375.72110206775,TRUE,0.05
"242","lp__",0.257863657374243,1031.45462949697,TRUE,0.05
"243","b_Intercept",0.436697137050978,1746.78854820391,TRUE,0.5
"244","b_erapresent",0.499480487135324,1997.9219485413,TRUE,0.5
"245","b_x2z",0.417117376664032,1668.46950665613,TRUE,0.5
"246","b_x3z",0.334839964046128,1339.35985618451,TRUE,0.5
"247","b_erapresent:x2z",0.403959839486324,1615.8393579453,TRUE,0.5
"248","b_erapresent:x3z",0.341619046763133,1366.47618705253,TRUE,0.5
"249","sd_sampleUnit__Intercept",0.174102965578004,696.411862312014,TRUE,0.5
"250","sigma",0.959334413778782,3837.33765511513,TRUE,0.5
"251","nu",1.05449999966702,4217.99999866809,TRUE,0.5
"252","r_sampleUnit[HighRock_zoneA,Intercept]",0.367069176735982,1468.27670694393,TRUE,0.5
"253","r_sampleUnit[HighRock_zoneB,Intercept]",0.480283951559134,1921.13580623654,TRUE,0.5
"254","r_sampleUnit[HighRock_zoneC,Intercept]",0.357721506248118,1430.88602499247,TRUE,0.5
"255","r_sampleUnit[HighRock_zoneD,Intercept]",0.675019585427918,2700.07834171167,TRUE,0.5
"256","r_sampleUnit[zoneA_area1,Intercept]",0.77295509969683,3091.82039878732,TRUE,0.5
"257","r_sampleUnit[zoneA_area2,Intercept]",0.782907408903301,3131.6296356132,TRUE,0.5
"258","r_sampleUnit[zoneA_area3,Intercept]",0.721291837915873,2885.16735166349,TRUE,0.5
"259","r_sampleUnit[zoneB_area1,Intercept]",0.693705842401284,2774.82336960513,TRUE,0.5
"260","r_sampleUnit[zoneB_area2,Intercept]",0.938517654476889,3754.07061790756,TRUE,0.5
"261","r_sampleUnit[zoneC_area1,Intercept]",0.640550561037248,2562.20224414899,TRUE,0.5
"262","r_sampleUnit[zoneC_area2,Intercept]",0.678592369582177,2714.36947832871,TRUE,0.5
"263","r_sampleUnit[zoneD_area1,Intercept]",0.735038286761767,2940.15314704707,TRUE,0.5
"264","lp__",0.208658303764262,834.633215057049,TRUE,0.5
