"",".rownames","elpd_diff","se_diff","elpd_waic","se_elpd_waic","p_waic","se_p_waic","waic","se_waic","waic_diff","waic_diff_se","pooling","description","truncate","quantile"
"26","bx123",-0.109038072558769,0.99783099796854,488.065998777582,20.9414491311942,16.0906992081339,1.12025368539829,-976.131997555163,41.8828982623884,0.218076145117538,1.99566199593708,"Partially pooled","Sampling design, density, tidal height",TRUE,0.3
"27","bx123p",-9.6236878124844,7.65140982867875,478.551349037657,19.6020975242191,7.44156475706195,0.437391798995292,-957.102698075314,39.2041950484381,19.2473756249688,15.3028196573575,"Completely pooled","Density, tidal height",TRUE,0.3
"28","bx1p",-115.883293776371,18.0289841399921,372.29174307377,17.0051306343288,3.48992671295656,0.184479188992479,-744.583486147539,34.0102612686575,231.766587552742,36.0579682799841,"Completely pooled","No ecological context",TRUE,0.3
"29","bx1",0,0,500.044165500193,20.7857402443667,15.6654011923655,1.13649830259777,-1000.08833100039,41.5714804887334,0,0,"Partially pooled","Sampling design",TRUE,0.35
"30","bx123",-0.362790790812382,0.974119850065142,499.681374709382,20.7708257382219,15.6882638936034,1.1171527592022,-999.362749418764,41.5416514764438,0.725581581624764,1.94823970013028,"Partially pooled","Sampling design, density, tidal height",TRUE,0.35
"31","bx123p",-9.58509897659687,7.54180265215726,490.459066523596,19.5961058426327,7.39550339390868,0.433922133817054,-980.918133047193,39.1922116852653,19.1701979531937,15.0836053043145,"Completely pooled","Density, tidal height",TRUE,0.35
"32","bx1p",-104.495838761946,16.9357962842186,395.548326738248,16.6774563724055,3.58187864467639,0.19747947880235,-791.096653476496,33.3549127448109,208.991677523892,33.8715925684372,"Completely pooled","No ecological context",TRUE,0.35
"33","bx1",0,0,500.973114459985,20.994177591104,16.0367584390399,1.1628825621194,-1001.94622891997,41.9883551822079,0,0,"Partially pooled","Sampling design",TRUE,0.4
"34","bx123",-0.399802472624863,0.957307663972265,500.57331198736,20.9856974598036,16.1749389780406,1.16961252973055,-1001.14662397472,41.9713949196071,0.799604945249726,1.91461532794453,"Partially pooled","Sampling design, density, tidal height",TRUE,0.4
"35","bx123p",-11.1248513227059,8.02732339623578,489.848263137279,19.7660694319218,7.6744397917161,0.467491220421357,-979.696526274559,39.5321388638437,22.2497026454118,16.0546467924716,"Completely pooled","Density, tidal height",TRUE,0.4
"36","bx1p",-102.279992987362,17.0706728596705,398.693121472624,16.7316811227453,3.59445238042135,0.202582711039684,-797.386242945247,33.4633622454905,204.559985974724,34.1413457193411,"Completely pooled","No ecological context",TRUE,0.4
"37","bx1",0,0,510.984147555863,20.1291587741483,15.1639168751855,1.12210162397098,-1021.96829511173,40.2583175482966,0,0,"Partially pooled","Sampling design",TRUE,0.45
"38","bx123",-0.408347583927459,0.921036340381141,510.575799971935,20.1314722880661,15.3529456504997,1.11206885758946,-1021.15159994387,40.2629445761323,0.816695167854918,1.84207268076228,"Partially pooled","Sampling design, density, tidal height",TRUE,0.45
"39","bx123p",-11.2762526838209,7.57846008119853,499.707894872042,19.0672914856027,7.57798254447758,0.475714029354458,-999.415789744084,38.1345829712054,22.5525053676419,15.1569201623971,"Completely pooled","Density, tidal height",TRUE,0.45
"40","bx1p",-106.670186686303,17.2312219574906,404.31396086956,16.6166863465065,3.76569457930842,0.223081711124292,-808.627921739121,33.233372693013,213.340373372605,34.4624439149813,"Completely pooled","No ecological context",TRUE,0.45
"41","bx1",0,0,-59.6113760987863,32.3111593451052,19.092874469248,0.77841584953523,119.222752197573,64.6223186902103,0,0,"Partially pooled","Sampling design",TRUE,0.05
"42","bx123",-0.11419748136145,0.547069220839873,-59.7255735801476,32.2205099740837,19.3893335444463,0.821840876741196,119.451147160295,64.4410199481674,0.2283949627229,1.09413844167975,"Partially pooled","Sampling design, density, tidal height",TRUE,0.05
"43","bx123p",-46.7043912557298,17.0292572269544,-106.315767354516,29.3904533995323,8.95233836094093,0.286848864480005,212.631534709032,58.7809067990646,93.4087825114596,34.0585144539088,"Completely pooled","Density, tidal height",TRUE,0.05
"44","bx1p",-204.550760553437,28.4091536294993,-264.162136652223,22.4928544579183,3.34298516907991,0.118085960077878,528.324273304447,44.9857089158367,409.101521106874,56.8183072589987,"Completely pooled","No ecological context",TRUE,0.05
"45","bx1",0,0,511.798476542121,18.50203424837,15.398763235731,1.24222533771417,-1023.59695308424,37.0040684967401,0,0,"Partially pooled","Sampling design",TRUE,0.5
"46","bx123",-0.377410813887348,0.958927877822295,511.421065728234,18.5382021714939,15.5668747201584,1.27307002785295,-1022.84213145647,37.0764043429878,0.754821627774696,1.91785575564459,"Partially pooled","Sampling design, density, tidal height",TRUE,0.5
"47","bx123p",-12.4637170409893,7.87214011112665,499.334759501132,17.6320909313089,7.47782700820449,0.482301190417759,-998.669519002264,35.2641818626178,24.9274340819785,15.7442802222533,"Completely pooled","Density, tidal height",TRUE,0.5
"48","bx1p",-107.028239906194,17.0899139080566,404.770236635928,16.2228216443115,3.59476117837699,0.221716844834518,-809.540473271856,32.445643288623,214.056479812387,34.1798278161132,"Completely pooled","No ecological context",TRUE,0.5
