"",".rownames","Estimate","SE","truncate","quantile"
"1","elpd_waic",-749.506287896281,29.881665729155,FALSE,NA
"2","p_waic",4.24850115801898,0.12926443670254,FALSE,NA
"3","waic",1499.01257579256,59.7633314583101,FALSE,NA
"4","elpd_loo",-749.511323823799,29.8818059673722,FALSE,NA
"5","p_loo",4.25353708553629,0.129422073318866,FALSE,NA
"6","looic",1499.0226476476,59.7636119347444,FALSE,NA
"7","elpd_waic",-635.684752345633,27.6817793078484,TRUE,0
"8","p_waic",3.72996581349345,0.119924693827809,TRUE,0
"9","waic",1271.36950469127,55.3635586156968,TRUE,0
"10","elpd_loo",-635.689752644797,27.6819334676637,TRUE,0
"11","p_loo",3.73496611265718,0.120086197467343,TRUE,0
"12","looic",1271.37950528959,55.3638669353274,TRUE,0
"13","elpd_waic",9.64566516537809,20.055353266153,TRUE,0.1
"14","p_waic",3.53100695870779,0.140012644015453,TRUE,0.1
"15","waic",-19.2913303307562,40.110706532306,TRUE,0.1
"16","elpd_loo",9.64288983721507,20.0554363426585,TRUE,0.1
"17","p_loo",3.53378228687145,0.140094400616763,TRUE,0.1
"18","looic",-19.2857796744301,40.110872685317,TRUE,0.1
"19","elpd_waic",192.983235246474,18.6581957694378,TRUE,0.15
"20","p_waic",3.48036658500157,0.156007130312657,TRUE,0.15
"21","waic",-385.966470492949,37.3163915388756,TRUE,0.15
"22","elpd_loo",192.979473489757,18.6583583666076,TRUE,0.15
"23","p_loo",3.48412834172047,0.156181930734574,TRUE,0.15
"24","looic",-385.958946979513,37.3167167332152,TRUE,0.15
"25","elpd_waic",304.103609922858,17.4512842977662,TRUE,0.2
"26","p_waic",3.54008349714554,0.174967423440588,TRUE,0.2
"27","waic",-608.207219845716,34.9025685955323,TRUE,0.2
"28","elpd_loo",304.099692719277,17.4514417213036,TRUE,0.2
"29","p_loo",3.54400070072753,0.175140600590825,TRUE,0.2
"30","looic",-608.199385438553,34.9028834426071,TRUE,0.2
"31","elpd_waic",346.45908346161,16.9478689749712,TRUE,0.25
"32","p_waic",3.56911532452048,0.177145993363276,TRUE,0.25
"33","waic",-692.91816692322,33.8957379499423,TRUE,0.25
"34","elpd_loo",346.455516942195,16.9480262715072,TRUE,0.25
"35","p_loo",3.57268184393533,0.177310182472453,TRUE,0.25
"36","looic",-692.91103388439,33.8960525430144,TRUE,0.25
"37","elpd_waic",372.29174307377,17.0051306343288,TRUE,0.3
"38","p_waic",3.48992671295656,0.184479188992479,TRUE,0.3
"39","waic",-744.583486147539,34.0102612686575,TRUE,0.3
"40","elpd_loo",372.287778179497,17.0053430600496,TRUE,0.3
"41","p_loo",3.49389160722903,0.184709111298435,TRUE,0.3
"42","looic",-744.575556358995,34.0106861200991,TRUE,0.3
"43","elpd_waic",395.548326738248,16.6774563724055,TRUE,0.35
"44","p_waic",3.58187864467639,0.19747947880235,TRUE,0.35
"45","waic",-791.096653476496,33.3549127448109,TRUE,0.35
"46","elpd_loo",395.544547124967,16.6776253620655,TRUE,0.35
"47","p_loo",3.58565825795703,0.197662950303455,TRUE,0.35
"48","looic",-791.089094249934,33.3552507241309,TRUE,0.35
"49","elpd_waic",398.693121472624,16.7316811227453,TRUE,0.4
"50","p_waic",3.59445238042135,0.202582711039684,TRUE,0.4
"51","waic",-797.386242945247,33.4633622454905,TRUE,0.4
"52","elpd_loo",398.688237993576,16.7319347241643,TRUE,0.4
"53","p_loo",3.59933585946822,0.202848986044612,TRUE,0.4
"54","looic",-797.376475987152,33.4638694483287,TRUE,0.4
"55","elpd_waic",404.31396086956,16.6166863465065,TRUE,0.45
"56","p_waic",3.76569457930842,0.223081711124292,TRUE,0.45
"57","waic",-808.627921739121,33.233372693013,TRUE,0.45
"58","elpd_loo",404.311099572598,16.6168125509833,TRUE,0.45
"59","p_loo",3.7685558762709,0.223210022500394,TRUE,0.45
"60","looic",-808.622199145196,33.2336251019666,TRUE,0.45
"61","elpd_waic",-264.162136652223,22.4928544579183,TRUE,0.05
"62","p_waic",3.34298516907991,0.118085960077878,TRUE,0.05
"63","waic",528.324273304447,44.9857089158367,TRUE,0.05
"64","elpd_loo",-264.166139923688,22.4929788787076,TRUE,0.05
"65","p_loo",3.34698844054491,0.118208207414048,TRUE,0.05
"66","looic",528.332279847377,44.9859577574152,TRUE,0.05
"67","elpd_waic",404.770236635928,16.2228216443115,TRUE,0.5
"68","p_waic",3.59476117837699,0.221716844834518,TRUE,0.5
"69","waic",-809.540473271856,32.445643288623,TRUE,0.5
"70","elpd_loo",404.76542155729,16.223180234013,TRUE,0.5
"71","p_loo",3.59957625701426,0.22209584733559,TRUE,0.5
"72","looic",-809.53084311458,32.4463604680261,TRUE,0.5
